	jet_class	PhyDistance	AffinityType	Laplacien	NumEigenvectors	StoppingCondition	AffinityCutoff	ExpofPTPosition	ExpofPTMultiplier	DeltaR
1735	SpectralMean	angular	inverse	unnormalised	1	standard	('knn', 5)	input	0.26529066204958407	1.2257228339629243
1736	SpectralMean	invarient	inverse	symmetric	7	beamparticle	None	eigenspace	0.972227791169656	0.43469259910205826
1737	SpectralMean	Luclus	exponent2	unnormalised	8	beamparticle	('knn', 4)	input	0.562361416121304	0.4081912012865685
1738	SpectralMean	invarient	exponent2	symmetric	8	standard	('distance', 2.918996695878797)	input	0.5009813910917298	0.820348317969761
1739	SpectralMean	Luclus	linear	unnormalised	4	standard	('distance', 5.644802769904111)	eigenspace	0.38411565844678286	0.9400816502943687
1740	SpectralMean	normed	inverse	unnormalised	9	beamparticle	('distance', 7.790704435965759)	eigenspace	-0.05199654069838777	0.651617852860288
1741	SpectralMean	invarient	linear	symmetric	9	beamparticle	('knn', 5)	input	-0.7268429319703915	0.7402471511102715
1742	SpectralMean	angular	exponent	unnormalised	3	standard	('knn', 3)	eigenspace	-0.74251414198156	1.4993452183135556
1743	SpectralMean	angular	inverse	symmetric	3	beamparticle	('distance', 3.0535624332815092)	eigenspace	-0.28726047353011097	0.20007427431647468
1744	SpectralMean	normed	inverse	symmetric	1	standard	None	eigenspace	-0.24887886593621533	0.8994585176049876
1745	SpectralMean	Luclus	linear	unnormalised	2	beamparticle	None	input	-0.23560072699376233	0.5963984234544095
1746	SpectralMean	angular	exponent2	unnormalised	3	beamparticle	('knn', 4)	input	0.5471514148185255	0.6558280253000953
1747	SpectralMean	invarient	inverse	unnormalised	2	standard	('knn', 2)	input	-0.6446525873921016	0.9115302055716458
1748	SpectralMean	normed	exponent	symmetric	8	beamparticle	('knn', 1)	input	-0.5205672611667476	0.08454100530829839
1749	SpectralMean	invarient	exponent	unnormalised	4	beamparticle	('distance', 0.2756159650280199)	input	0.9037707852113661	0.33863736908150455
1750	SpectralMean	Luclus	inverse	unnormalised	8	standard	None	eigenspace	-0.6749776000375263	0.9698587507500698
1751	SpectralMean	Luclus	linear	symmetric	1	standard	('knn', 4)	input	-0.46957910207938935	1.0042447870949998
1752	SpectralMean	angular	exponent	symmetric	3	standard	('distance', 0.2624293138717204)	eigenspace	-0.39511417046190167	0.6651686944435107
1753	SpectralMean	angular	inverse	unnormalised	5	standard	None	eigenspace	0.08683450604787524	0.9365435566870948
1754	SpectralMean	normed	linear	symmetric	9	standard	('distance', 4.499641964876741)	eigenspace	0.3237665005200272	0.3029231256108554
1755	SpectralMean	Luclus	inverse	symmetric	5	standard	None	eigenspace	-0.8466183079903327	0.3132356941674021
1756	SpectralMean	Luclus	exponent	symmetric	8	beamparticle	None	input	-0.5379492974925648	0.9613802401164455
1757	SpectralMean	angular	exponent	symmetric	8	beamparticle	('distance', 8.207537586322742)	input	0.8587303424814541	0.8978476739065305
1758	SpectralMean	invarient	linear	unnormalised	2	standard	None	input	-0.8065227898243263	0.478007497873338
1759	SpectralMean	invarient	exponent2	unnormalised	7	standard	('knn', 3)	eigenspace	0.894455238608121	0.5931814496430278
1760	SpectralMean	angular	linear	symmetric	2	standard	('distance', 4.399579404757765)	eigenspace	-0.49377962363695804	0.5711765922065697
1761	SpectralMean	invarient	linear	unnormalised	1	standard	('knn', 1)	eigenspace	-0.1089017213387804	1.4971056182495879
1762	SpectralMean	Luclus	linear	symmetric	6	standard	('distance', 5.885173408738137)	input	-0.04171127891914761	1.0806389051094933
1763	SpectralMean	invarient	linear	unnormalised	3	beamparticle	None	input	-0.9659124577561138	0.3446112023262395
1764	SpectralMean	invarient	exponent	unnormalised	5	beamparticle	('knn', 5)	eigenspace	0.958443271660949	0.918463423300641
1765	SpectralMean	normed	exponent2	unnormalised	1	beamparticle	None	input	-0.0025624386437705926	1.0872028346543035
1766	SpectralMean	invarient	inverse	unnormalised	6	standard	None	input	0.23675350794615824	0.11002534190270719
1767	SpectralMean	invarient	linear	symmetric	3	standard	('distance', 0.4347674152184322)	eigenspace	-0.5956186445293639	0.5889089640414773
1768	SpectralMean	normed	inverse	symmetric	3	standard	('knn', 4)	eigenspace	0.7911778963010294	1.3304494101802775
1769	SpectralMean	Luclus	inverse	symmetric	1	standard	None	input	0.9458988706872289	1.182044021952786
1770	SpectralMean	normed	exponent2	unnormalised	8	standard	('distance', 3.48507770337838)	input	-0.1260668137376626	1.2710183195070792
1771	SpectralMean	angular	linear	unnormalised	9	beamparticle	('knn', 4)	eigenspace	-0.2728889185811645	1.0628314098174587
1772	SpectralMean	invarient	linear	unnormalised	9	beamparticle	('distance', 0.256131929713308)	input	0.0234227539804317	0.9630145063561739
1773	SpectralMean	invarient	linear	unnormalised	1	standard	('distance', 7.924464345315383)	input	-0.6082671290639421	1.214140940205629
1774	SpectralMean	normed	exponent	unnormalised	2	standard	('distance', 1.4726175716376622)	input	0.18387454059519293	0.7704774077563628
1775	SpectralMean	Luclus	exponent	symmetric	2	beamparticle	('distance', 7.143072188532691)	input	-0.8192926336566884	1.4495186613735531
1776	SpectralMean	invarient	linear	unnormalised	2	beamparticle	('knn', 5)	input	0.4915309250598008	0.5660416562257937
1777	SpectralMean	invarient	exponent2	unnormalised	2	standard	('distance', 0.49426296830006655)	input	0.08152199253644432	0.4244790804372355
1778	SpectralMean	invarient	exponent2	unnormalised	3	standard	('distance', 6.682604848389294)	input	0.5390716109563003	1.4472712347920957
1779	SpectralMean	invarient	exponent	symmetric	8	beamparticle	('knn', 5)	input	-0.31227801717764114	0.03209297484850826
1780	SpectralMean	invarient	exponent2	unnormalised	6	beamparticle	('knn', 1)	eigenspace	-0.03691639605639074	1.2440396721738554
1781	SpectralMean	invarient	inverse	unnormalised	7	standard	('distance', 6.740128983201748)	eigenspace	0.03459282671622699	0.17244730678152126
1782	SpectralMean	invarient	linear	symmetric	7	standard	('knn', 5)	eigenspace	-0.04748560581183825	1.1284960040786023
1783	SpectralMean	Luclus	linear	unnormalised	8	standard	('distance', 0.47667555629153924)	eigenspace	0.5295197926243171	0.5991284114448623
1784	SpectralMean	normed	linear	symmetric	1	beamparticle	None	eigenspace	-0.18419799197871622	0.9687870017708606
1785	SpectralMean	invarient	linear	unnormalised	1	standard	None	eigenspace	-0.40227104686083504	0.960460526843931
1786	SpectralMean	Luclus	linear	symmetric	2	standard	None	eigenspace	-0.9800268155648513	0.2031886539346502
1787	SpectralMean	Luclus	exponent2	unnormalised	8	beamparticle	None	eigenspace	0.21552959680455075	0.08589624268985735
1788	SpectralMean	Luclus	exponent2	symmetric	3	standard	('distance', 9.914335400448739)	eigenspace	-0.06927825016473932	1.0433699195130623
1789	SpectralMean	invarient	linear	unnormalised	9	standard	None	input	0.3817244451330628	0.2975420588106326
1790	SpectralMean	angular	exponent	unnormalised	4	beamparticle	None	eigenspace	-0.05268598128408386	0.2131453692519688
1791	SpectralMean	angular	inverse	symmetric	4	beamparticle	('distance', 1.1525000892433879)	input	0.5738719605092613	0.5477933875358924
1792	SpectralMean	invarient	exponent	unnormalised	9	standard	('distance', 1.308258305329969)	eigenspace	-0.07475375588908717	0.9861282112861147
1793	SpectralMean	angular	exponent2	unnormalised	5	standard	('distance', 7.639416186957785)	input	-0.3114143466521091	0.11159604959975211
1794	SpectralMean	invarient	linear	unnormalised	4	standard	('distance', 7.034555844606617)	input	-0.77147813357597	0.3996576608394606
1795	SpectralMean	angular	inverse	unnormalised	1	standard	('knn', 5)	input	-0.1861063184755607	1.0845430732920212
1796	SpectralMean	normed	inverse	symmetric	1	beamparticle	None	input	-0.3406374172480853	1.141905395241747
1797	SpectralMean	normed	inverse	unnormalised	7	standard	None	input	-0.5017963115839468	0.7018550365127528
1798	SpectralMean	Luclus	inverse	unnormalised	1	beamparticle	None	eigenspace	0.4837268712834	1.206039805605836
1799	SpectralMean	Luclus	exponent	symmetric	7	standard	('knn', 3)	eigenspace	0.7500620654035663	0.7712669535392108
1800	SpectralMean	angular	exponent2	unnormalised	2	beamparticle	('distance', 1.342282157056015)	input	0.4829508173727739	0.11724117001811207
1801	SpectralMean	normed	inverse	symmetric	3	standard	('knn', 5)	input	0.311179152276279	0.01670607060527396
1802	SpectralMean	Luclus	exponent2	symmetric	1	beamparticle	None	eigenspace	0.8754758831526135	0.7444174736062108
1803	SpectralMean	normed	inverse	unnormalised	2	beamparticle	None	input	-0.15843036311079484	1.3274462776267848
1804	SpectralMean	normed	exponent	unnormalised	2	beamparticle	('distance', 1.1733952226748556)	eigenspace	-0.07663594797577522	0.9696712524227649
1805	SpectralMean	Luclus	inverse	symmetric	2	standard	('knn', 5)	eigenspace	-0.26204252717708165	1.0609154365861428
1806	SpectralMean	invarient	inverse	symmetric	2	beamparticle	('distance', 7.0314900558344995)	input	-0.7275075646059364	0.5032250897844776
1807	SpectralMean	invarient	linear	unnormalised	5	standard	('distance', 9.191376878671377)	input	0.06811617215918497	0.24541340531950823
1808	SpectralMean	angular	inverse	unnormalised	5	standard	None	eigenspace	0.14049494762408443	0.6641777841360101
1809	SpectralMean	invarient	exponent2	unnormalised	1	standard	None	input	0.16070610562218013	0.4520384139261247
1810	SpectralMean	invarient	inverse	symmetric	4	beamparticle	('knn', 1)	input	-0.8587285104062652	0.6536188556731453
1811	SpectralMean	invarient	linear	symmetric	5	beamparticle	('knn', 4)	input	-0.9124709494625292	1.2291806163018384
1812	SpectralMean	normed	exponent2	unnormalised	8	standard	('distance', 9.171991246334)	eigenspace	0.5440062195400301	0.06291311920397408
1813	SpectralMean	normed	linear	unnormalised	1	standard	None	eigenspace	-0.4392880710997811	0.6533466041106857
1814	SpectralMean	Luclus	linear	unnormalised	2	beamparticle	('distance', 8.576622239039612)	eigenspace	0.8965951734093902	0.6285789700201555
1815	SpectralMean	angular	exponent	symmetric	1	beamparticle	None	eigenspace	0.6612622723952795	0.07269012163326272
1816	SpectralMean	invarient	exponent	unnormalised	6	beamparticle	('knn', 3)	input	-0.0017718234911578978	0.34365351964131136
1817	SpectralMean	normed	exponent	symmetric	7	standard	('knn', 5)	eigenspace	-0.5498015263112339	0.2765827651364735
1818	SpectralMean	invarient	linear	unnormalised	6	standard	('distance', 6.799241791075923)	eigenspace	-0.7180419305513512	0.2689867041780746
1819	SpectralMean	normed	exponent2	symmetric	1	standard	('knn', 5)	eigenspace	0.4055756817294238	0.8415081727040912
1820	SpectralMean	normed	linear	symmetric	2	standard	('knn', 2)	eigenspace	-0.34003415605514853	0.834362082223407
1821	SpectralMean	invarient	exponent	symmetric	1	beamparticle	('distance', 2.2534734084167827)	eigenspace	0.36926149072234304	1.356448906418978
1822	SpectralMean	angular	linear	unnormalised	9	standard	('distance', 6.363703723491623)	eigenspace	-0.2938475191570764	1.1613367296677952
1823	SpectralMean	angular	inverse	unnormalised	9	beamparticle	None	input	-0.5847840063368099	0.5807535989351199
1824	SpectralMean	normed	exponent	symmetric	6	beamparticle	('distance', 6.397388241222522)	eigenspace	-0.9862014034050732	0.8464598380445817
1825	SpectralMean	normed	linear	unnormalised	3	beamparticle	('distance', 4.0615137508207795)	eigenspace	0.05800913248393735	1.313687147328869
1826	SpectralMean	Luclus	linear	unnormalised	8	standard	('distance', 1.9637922173922207)	eigenspace	0.7137663401176522	0.9624637979920228
1827	SpectralMean	invarient	linear	unnormalised	7	beamparticle	('distance', 2.866018106943944)	eigenspace	-0.8816105005774559	1.2155238166701157
1828	SpectralMean	normed	inverse	symmetric	7	beamparticle	None	eigenspace	0.5773659153536133	0.22051064204781468
1829	SpectralMean	Luclus	exponent2	symmetric	6	beamparticle	('knn', 4)	input	-0.7553087623030257	0.6102156236888976
1830	SpectralMean	invarient	inverse	symmetric	5	standard	None	eigenspace	-0.3764306683332188	0.7199282090763266
1831	SpectralMean	invarient	exponent2	unnormalised	7	standard	None	eigenspace	-0.3046611495175777	0.9074619313190602
1832	SpectralMean	invarient	linear	symmetric	1	standard	None	input	-0.768665890139334	1.3965722373035268
1833	SpectralMean	invarient	exponent2	unnormalised	2	beamparticle	('distance', 9.874205034749691)	eigenspace	0.08056127444532568	1.0856224444399065
1834	SpectralMean	normed	exponent	unnormalised	3	beamparticle	('knn', 2)	input	-0.3356777318182447	0.34728172063799234
1835	SpectralMean	Luclus	linear	symmetric	6	beamparticle	('distance', 2.9663714529108267)	input	-0.788229869666387	0.20345093098290518
1836	SpectralMean	Luclus	exponent2	unnormalised	8	beamparticle	('knn', 5)	input	-0.37493333402414675	1.424779437361131
1837	SpectralMean	normed	exponent2	unnormalised	9	beamparticle	None	input	-0.8788135325751012	0.6016901287918685
1838	SpectralMean	Luclus	exponent	unnormalised	7	beamparticle	('distance', 9.919653897550365)	input	0.576213079590177	1.0474583952199463
1839	SpectralMean	Luclus	exponent	symmetric	4	standard	('distance', 9.252641622089175)	input	0.7430728032104565	0.458688100226143
1840	SpectralMean	invarient	exponent2	unnormalised	5	standard	('distance', 3.081615312475904)	input	0.1927894268293744	0.27563657613421083
1841	SpectralMean	normed	inverse	symmetric	3	standard	('knn', 3)	input	0.6943559165871394	1.1107863066890133
1842	SpectralMean	invarient	exponent	symmetric	6	standard	('distance', 5.7851154915804965)	eigenspace	0.006106825628686474	0.7009784383470588
1843	SpectralMean	invarient	linear	symmetric	3	standard	None	input	-0.2759966030271903	0.8264812271322965
1844	SpectralMean	invarient	exponent2	symmetric	1	beamparticle	('knn', 2)	input	0.3840433647927941	0.36604644380768053
1845	SpectralMean	Luclus	exponent2	unnormalised	9	standard	None	input	-0.41263310155098787	1.134727370715639
1846	SpectralMean	normed	exponent2	symmetric	8	standard	None	eigenspace	-0.46942636054180276	0.5151897421536678
1847	SpectralMean	Luclus	linear	unnormalised	9	standard	('knn', 5)	eigenspace	0.6411375895742641	0.17614448597844207
1848	SpectralMean	Luclus	exponent	symmetric	2	standard	('knn', 2)	eigenspace	-0.08034555969075896	0.1073694757722794
1849	SpectralMean	invarient	inverse	unnormalised	1	beamparticle	None	eigenspace	0.48953598247379904	0.2810065922274428
1850	SpectralMean	normed	exponent2	unnormalised	9	beamparticle	('knn', 4)	eigenspace	-0.09308510187764107	0.5275436536109799
1851	SpectralMean	invarient	inverse	symmetric	7	standard	('distance', 9.796396445391979)	eigenspace	-0.6645355139238804	0.9604916249357012
1852	SpectralMean	normed	exponent	symmetric	7	standard	('distance', 5.254658813599651)	eigenspace	0.3503164353047712	0.41353527811177526
1853	SpectralMean	Luclus	inverse	unnormalised	9	beamparticle	('knn', 2)	eigenspace	0.7209249411078744	0.5197939222390772
1854	SpectralMean	invarient	exponent2	unnormalised	6	standard	('knn', 2)	eigenspace	-0.6031110380735358	0.4983953788336145
1855	SpectralMean	angular	exponent	unnormalised	6	beamparticle	('distance', 3.4009368858144304)	input	-0.08810404297750019	1.201810690249041
1856	SpectralMean	angular	inverse	symmetric	2	beamparticle	None	input	0.04799253675072768	0.7088389135518407
1857	SpectralMean	Luclus	inverse	unnormalised	5	standard	('knn', 1)	eigenspace	-0.19872626479779365	0.5520481819649343
1858	SpectralMean	invarient	exponent2	unnormalised	3	beamparticle	('distance', 1.2848107568491163)	eigenspace	-0.20620981080829437	0.5295299792332279
1859	SpectralMean	normed	linear	unnormalised	1	beamparticle	None	input	0.2802420711756357	1.010628192219391
1860	SpectralMean	normed	exponent2	unnormalised	9	beamparticle	None	input	-0.14759458189964847	0.4567060465942608
1861	SpectralMean	invarient	exponent	symmetric	3	standard	None	eigenspace	0.10037248986553915	0.7610772412848736
1862	SpectralMean	normed	exponent	unnormalised	9	standard	('knn', 3)	eigenspace	0.7206609370752355	0.7293833748377065
1863	SpectralMean	Luclus	exponent	symmetric	8	standard	('knn', 4)	input	-0.18303290029130448	1.3944114055143988
1864	SpectralMean	Luclus	inverse	unnormalised	1	standard	('distance', 3.767271654988402)	eigenspace	-0.9186478946058585	1.2704710067691682
1865	SpectralMean	angular	exponent2	symmetric	6	standard	None	input	-0.42670758918981	1.0351516969307153
1866	SpectralMean	Luclus	inverse	symmetric	9	standard	('distance', 7.993672505876562)	input	-0.9099993584269752	1.2158612708278214
1867	SpectralMean	Luclus	exponent2	unnormalised	5	standard	None	eigenspace	0.770645188847652	0.9346447604957032
1868	SpectralMean	normed	inverse	unnormalised	3	beamparticle	None	input	0.3856988958616887	1.4251238166353435
1869	SpectralMean	angular	linear	symmetric	8	standard	None	input	0.7389244579304539	0.4744720878239827
1870	SpectralMean	Luclus	linear	unnormalised	4	standard	('distance', 9.468334075198385)	input	-0.9907766773124496	0.10655726005547139
1871	SpectralMean	angular	linear	unnormalised	3	beamparticle	('distance', 9.006738241410854)	input	-0.9628868459278221	0.8856386310864603
1872	SpectralMean	Luclus	inverse	unnormalised	3	standard	('knn', 4)	input	-0.1153974827370603	1.4583595561169127
1873	SpectralMean	Luclus	exponent2	symmetric	1	standard	('distance', 8.224646794700156)	eigenspace	-0.6081576101133699	1.153874897888227
1874	SpectralMean	angular	inverse	unnormalised	1	beamparticle	('knn', 1)	input	-0.2539833180571216	0.597948828160159
1875	SpectralMean	normed	inverse	symmetric	5	beamparticle	None	eigenspace	-0.6917794419503869	0.020382734212163467
1876	SpectralMean	Luclus	exponent2	symmetric	5	beamparticle	('distance', 9.299009044880458)	eigenspace	0.41317903353102126	0.6078032674104656
1877	SpectralMean	normed	inverse	unnormalised	6	standard	('distance', 0.2666795095157748)	eigenspace	0.13995072506782957	1.183671435556668
1878	SpectralMean	angular	exponent	unnormalised	3	standard	None	eigenspace	-0.12133256726508468	1.1233399774659392
1879	SpectralMean	angular	exponent2	unnormalised	7	beamparticle	None	eigenspace	0.3663256878870902	1.2096980477285113
1880	SpectralMean	Luclus	linear	symmetric	7	standard	('distance', 9.67176741220447)	input	0.14560997855514546	1.2468077655322782
1881	SpectralMean	Luclus	exponent2	unnormalised	6	standard	None	input	-0.3890870814205645	1.2224694054341543
1882	SpectralMean	normed	exponent	unnormalised	3	standard	('distance', 4.6162904424908255)	input	-0.3328309903634037	1.1628526232294067
1883	SpectralMean	normed	linear	unnormalised	7	beamparticle	('distance', 1.0161343900642905)	input	0.20723778956977745	0.2893110709491842
1884	SpectralMean	normed	exponent2	symmetric	5	beamparticle	('distance', 7.024789653885884)	input	0.03391517237384867	0.18058318546434976
1885	SpectralMean	Luclus	inverse	symmetric	1	standard	None	eigenspace	0.37574986231460894	0.8521452446996187
1886	SpectralMean	Luclus	exponent2	unnormalised	2	standard	('distance', 1.9661335096555166)	input	-0.6275437552378282	0.496113865088074
1887	SpectralMean	normed	linear	symmetric	7	standard	None	eigenspace	0.04093807430421248	0.06757320826521301
1888	SpectralMean	angular	exponent	symmetric	5	beamparticle	('distance', 1.1301704102914756)	input	-0.8428984956209158	1.4517905604300434
1889	SpectralMean	invarient	linear	symmetric	7	beamparticle	('distance', 2.787979303307898)	eigenspace	0.4849139883586182	0.05053257152611984
1890	SpectralMean	normed	exponent2	unnormalised	4	beamparticle	('knn', 5)	eigenspace	0.07227219233353788	0.01829406125822547
1891	SpectralMean	invarient	exponent	unnormalised	9	beamparticle	('knn', 2)	eigenspace	-0.29294003485162823	0.073901445759058
1892	SpectralMean	Luclus	linear	unnormalised	4	beamparticle	None	eigenspace	0.31118486107261645	0.7328357528181078
1893	SpectralMean	angular	inverse	symmetric	4	beamparticle	('knn', 4)	input	-0.4674504097400798	1.0080074610428722
1894	SpectralMean	angular	inverse	unnormalised	3	standard	('knn', 5)	input	-0.30977626099652844	0.9306515235876794
1895	SpectralMean	angular	linear	symmetric	3	beamparticle	('knn', 2)	input	0.012335590187473766	0.1257998383275014
1896	SpectralMean	angular	exponent	unnormalised	4	standard	('knn', 3)	input	-0.8815064688155738	0.49116255406336773
1897	SpectralMean	angular	inverse	unnormalised	4	beamparticle	('knn', 5)	input	-0.015982957286797328	1.3999880394260817
1898	SpectralMean	invarient	inverse	symmetric	1	standard	None	input	0.9609447921140708	0.705882752486639
1899	SpectralMean	invarient	exponent	unnormalised	5	beamparticle	('knn', 1)	input	-0.6782721150262865	0.09970306988815503
1900	SpectralMean	normed	inverse	symmetric	2	beamparticle	None	eigenspace	0.7019564123681568	0.8221790112684509
1901	SpectralMean	angular	exponent	symmetric	7	beamparticle	None	eigenspace	0.9321159381399173	1.0224333930868053
1902	SpectralMean	angular	inverse	symmetric	7	standard	None	input	-0.5087514029954561	1.1970117341793396
1903	SpectralMean	angular	inverse	unnormalised	7	beamparticle	('knn', 2)	input	-0.3983748920953578	0.9429953350959166
1904	SpectralMean	Luclus	inverse	unnormalised	6	standard	None	input	0.18129436569526391	0.838297317836888
1905	SpectralMean	Luclus	exponent	symmetric	3	standard	('knn', 5)	eigenspace	-0.42886546560584393	0.9840663400621392
1906	SpectralMean	normed	linear	symmetric	3	standard	('knn', 5)	eigenspace	-0.6721047979133619	0.4675921273875447
1907	SpectralMean	invarient	exponent	symmetric	2	beamparticle	None	eigenspace	-0.08830188426035379	0.9818036542031203
1908	SpectralMean	angular	inverse	unnormalised	7	beamparticle	('knn', 2)	eigenspace	-0.6426569557628232	0.7978297349065506
1909	SpectralMean	normed	inverse	unnormalised	7	standard	('knn', 1)	eigenspace	0.0012922507019139662	1.3997143552888591
1910	SpectralMean	invarient	exponent2	unnormalised	7	standard	('distance', 6.242655051694913)	input	-0.9106582816354576	0.605886507149895
1911	SpectralMean	Luclus	exponent2	unnormalised	8	standard	None	input	-0.7850241634870696	1.0962220597026748
1912	SpectralMean	invarient	linear	symmetric	9	standard	None	input	-0.6764137583000909	0.23953563757370466
1913	SpectralMean	invarient	exponent2	unnormalised	3	standard	None	eigenspace	0.43127027075453483	0.8416194005437778
1914	SpectralMean	normed	inverse	symmetric	4	beamparticle	('knn', 2)	eigenspace	-0.48083154001533246	0.9198640587644992
1915	SpectralMean	Luclus	inverse	unnormalised	1	standard	None	eigenspace	0.9660815472267656	0.10086042625582892
1916	SpectralMean	normed	exponent	symmetric	2	standard	('knn', 1)	input	-0.42270861439939167	1.41761264001518
1917	SpectralMean	invarient	linear	symmetric	4	standard	None	eigenspace	-0.4906394431455692	1.372654593724932
1918	SpectralMean	Luclus	inverse	symmetric	4	beamparticle	('knn', 3)	input	0.6377629523469277	0.0631713981495936
1919	SpectralMean	Luclus	inverse	unnormalised	9	beamparticle	('knn', 2)	eigenspace	0.7856268129225741	1.2452390608315176
1920	SpectralMean	angular	exponent	symmetric	6	standard	('distance', 9.413442970927102)	input	0.7176195726319601	0.6780285889844277
1921	SpectralMean	Luclus	exponent	symmetric	1	beamparticle	('knn', 5)	eigenspace	-0.4602124761826012	0.8732979256907556
1922	SpectralMean	invarient	inverse	unnormalised	2	beamparticle	('knn', 3)	input	0.43920124743661426	1.3611654201277061
1923	SpectralMean	angular	exponent	symmetric	3	beamparticle	('knn', 4)	input	0.5822957671483724	0.9814403395754022
1924	SpectralMean	normed	exponent	unnormalised	4	beamparticle	None	input	-0.7476885223495986	0.055164439630407625
1925	SpectralMean	angular	exponent2	symmetric	7	standard	('distance', 1.4966488061603345)	input	0.6874464628215597	0.26609293816656115
1926	SpectralMean	normed	linear	unnormalised	3	standard	None	eigenspace	-0.5881835080082223	1.0044674884102731
1927	SpectralMean	angular	inverse	unnormalised	4	beamparticle	None	input	0.6149703026737434	1.4268920178817857
1928	SpectralMean	normed	exponent	symmetric	4	standard	None	input	-0.24370321165117903	0.33926541557943474
1929	SpectralMean	invarient	linear	unnormalised	7	beamparticle	('knn', 1)	input	-0.9007311930588204	1.3689895087135113
1930	SpectralMean	Luclus	linear	unnormalised	5	beamparticle	('distance', 7.6093566034677265)	eigenspace	-0.8901602426845678	1.0779777276843274
1931	SpectralMean	Luclus	exponent2	unnormalised	9	beamparticle	('distance', 4.999715605989003)	eigenspace	0.9174182647398024	1.206162293274386
1932	SpectralMean	Luclus	linear	symmetric	9	standard	('distance', 9.808527830803754)	input	0.17992616063394062	1.4498936518649301
1933	SpectralMean	Luclus	linear	symmetric	9	beamparticle	('knn', 1)	input	-0.06711440639714694	1.2109480224416294
1934	SpectralMean	invarient	exponent	unnormalised	9	beamparticle	None	eigenspace	0.9690774071036017	0.20296553362586456
1935	SpectralMean	angular	exponent2	unnormalised	4	standard	('knn', 4)	eigenspace	-0.4128815011080711	0.5684700066468524
1936	SpectralMean	Luclus	inverse	unnormalised	4	standard	None	input	0.3827844230455433	0.7034794363457674
1937	SpectralMean	invarient	linear	symmetric	2	beamparticle	('knn', 5)	eigenspace	-0.6446441070480682	1.295998885922165
1938	SpectralMean	normed	exponent	symmetric	2	standard	('distance', 8.505253812210718)	input	0.48261512120440386	0.10307848278328108
1939	SpectralMean	normed	inverse	unnormalised	9	beamparticle	None	input	0.3881246756430585	1.4072884784952764
1940	SpectralMean	angular	exponent2	unnormalised	4	beamparticle	('knn', 5)	input	-0.7118047564835015	1.098000761587043
1941	SpectralMean	normed	exponent2	unnormalised	7	standard	None	input	-0.20505951398380406	0.22840374993295315
1942	SpectralMean	invarient	linear	unnormalised	2	standard	None	eigenspace	-0.43648599572298497	0.4612068834569644
1943	SpectralMean	invarient	linear	unnormalised	2	standard	('knn', 5)	eigenspace	-0.565810821508282	0.5592355655068146
1944	SpectralMean	invarient	exponent2	symmetric	2	standard	None	input	0.502386079220352	0.08555441708451705
1945	SpectralMean	normed	exponent	unnormalised	5	beamparticle	None	input	-0.7485429156925629	0.2427166988638541
1946	SpectralMean	angular	exponent	symmetric	1	beamparticle	None	eigenspace	-0.8965311530463669	0.2582287881646708
1947	SpectralMean	normed	exponent	unnormalised	2	standard	('knn', 5)	input	0.10532210842272982	0.27137768983091376
1948	SpectralMean	invarient	exponent	symmetric	2	standard	('knn', 4)	input	0.12358915184345731	0.2744066638543944
1949	SpectralMean	normed	exponent2	symmetric	2	standard	('knn', 3)	eigenspace	0.3917634258349507	0.8334921559654342
1950	SpectralMean	normed	linear	symmetric	6	beamparticle	None	input	-0.2118007824144672	0.1324929555515192
1951	SpectralMean	normed	inverse	unnormalised	6	standard	None	eigenspace	-0.25360584724242985	0.816061156446168
1952	SpectralMean	invarient	exponent2	symmetric	6	beamparticle	('distance', 1.0211587669994215)	eigenspace	0.918316067894329	0.8362979213536424
1953	SpectralMean	Luclus	exponent2	unnormalised	6	standard	None	eigenspace	0.1623374130947539	0.23500662100741077
1954	SpectralMean	normed	linear	unnormalised	7	standard	('distance', 4.41648341461754)	eigenspace	-0.9970169479244206	1.0664733838650016
1955	SpectralMean	normed	linear	unnormalised	9	beamparticle	None	eigenspace	-0.6251387701376983	1.0921254473791353
1956	SpectralMean	normed	exponent	unnormalised	3	standard	None	eigenspace	0.7967712368636073	1.321836104061838
1957	SpectralMean	Luclus	exponent2	unnormalised	7	beamparticle	('distance', 8.311625941544946)	eigenspace	-0.9096325284898465	0.48287192876931867
1958	SpectralMean	Luclus	exponent2	unnormalised	5	standard	('knn', 1)	eigenspace	-0.6372910853768738	1.452835722639184
1959	SpectralMean	angular	linear	symmetric	9	beamparticle	None	input	-0.5188024631508983	0.46835037197455054
1960	SpectralMean	invarient	linear	symmetric	8	beamparticle	('knn', 4)	eigenspace	0.0030363852583159545	0.8592674760318376
1961	SpectralMean	invarient	exponent	symmetric	3	standard	None	input	0.06198328126140651	1.2575058938338954
1962	SpectralMean	invarient	exponent	symmetric	1	beamparticle	('knn', 4)	eigenspace	-0.8560330534985874	0.05339121004933195
1963	SpectralMean	normed	exponent	symmetric	9	standard	('knn', 1)	eigenspace	-0.3177541832185633	0.6777154284388542
1964	SpectralMean	angular	linear	unnormalised	3	beamparticle	None	input	0.3167105491043931	0.16428062580312058
1965	SpectralMean	invarient	exponent2	symmetric	8	standard	('knn', 2)	eigenspace	-0.3266567654881034	0.4248306625987068
1966	SpectralMean	normed	inverse	symmetric	7	beamparticle	('distance', 5.999673868858281)	input	0.5644284738477905	0.4937700665732203
